Name,Team,NOC,Season,Year,City,Sport,Event,Medal
Texier II,Quand-Mme-2,FRA,Summer,1900,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Silver
Thasa Daher de Menezes,Brazil,BRA,Summer,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
Thasa Daher de Menezes,Brazil,BRA,Summer,2012,London,Volleyball,Volleyball Women's Volleyball,Gold
Melchior Thalmann,Switzerland,SUI,Summer,1948,London,Gymnastics,Gymnastics Men's Team All-Around,Silver
Melchior Thalmann,Switzerland,SUI,Summer,1952,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,Silver
Jacob Tullin Thams,Silja,NOR,Summer,1936,Berlin,Sailing,Sailing Mixed 8 metres,Silver
Dimitrios Thanopoulos,Greece,GRE,Summer,1984,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
Aikaterini Thanou,Greece,GRE,Summer,2000,Sydney,Athletics,Athletics Women's 100 metres,Silver
Paolo Ignazio Maria Thaon Di Revel,Italy,ITA,Summer,1920,Antwerpen,Fencing,"Fencing Men's epee, Team",Gold
Carole Helene Antoinette Thate,Netherlands,NED,Summer,1996,Atlanta,Hockey,Hockey Women's Hockey,Bronze
Carole Helene Antoinette Thate,Netherlands,NED,Summer,2000,Sydney,Hockey,Hockey Women's Hockey,Bronze
Carl Gustav Thaulow,Magda IX,NOR,Summer,1912,Stockholm,Sailing,Sailing Mixed 12 metres,Gold
Michel Johann Thato,Luxembourg,LUX,Summer,1900,Paris,Athletics,Athletics Men's Marathon,Gold
"Adrianus Cornelis ""Janus"" Theeuwes",Netherlands,NED,Summer,1920,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Gold
David Egmont Theile,Australia,AUS,Summer,1956,Melbourne,Swimming,Swimming Men's 100 metres Backstroke,Gold
David Egmont Theile,Australia,AUS,Summer,1960,Roma,Swimming,Swimming Men's 100 metres Backstroke,Gold
David Egmont Theile,Australia,AUS,Summer,1960,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Hans Theilig,Germany,GER,Summer,1936,Berlin,Handball,Handball Men's Handball,Gold
Brianne Theisen-Eaton,Canada,CAN,Summer,2016,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Bronze
Dirk Theismann,West Germany,FRG,Summer,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo,Bronze
Eduard Thelen,West Germany,FRG,Summer,1972,Munich,Hockey,Hockey Men's Hockey,Gold
Bendt Hans ke Thelning,Sweden,SWE,Summer,1924,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
Stev Theloke,Germany,GER,Summer,2000,Sydney,Swimming,Swimming Men's 100 metres Backstroke,Bronze
Stev Theloke,Germany,GER,Summer,2000,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Monica Theodorescu,West Germany,FRG,Summer,1988,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Monica Theodorescu,Germany,GER,Summer,1992,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Monica Theodorescu,Germany,GER,Summer,1996,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Ioannis Theodoropoulos,Greece,GRE,Summer,1896,Athina,Athletics,Athletics Men's Pole Vault,Bronze
Alexandros Theofilakis,Greece,GRE,Summer,1906,Athina,Shooting,"Shooting Men's Military Revolver, 20 metres",Silver
Alexandros Theofilakis,Greece,GRE,Summer,1920,Antwerpen,Shooting,"Shooting Men's Military Pistol, Team",Silver
Ioannis Theofilakis,Greece,GRE,Summer,1920,Antwerpen,Shooting,"Shooting Men's Military Pistol, Team",Silver
"Gudrun ""Gundi"" Theuerkauff (Vorbrich-)",Germany,GER,Summer,1964,Tokyo,Fencing,"Fencing Women's Foil, Team",Bronze
Jrgen Wolfgang Theuerkauff,Germany,GER,Summer,1960,Roma,Fencing,"Fencing Men's Foil, Team",Bronze
Albert Marius Thvenon,France,FRA,Summer,1928,Amsterdam,Water Polo,Water Polo Men's Water Polo,Bronze
Thiago Maia Alencar,Brazil,BRA,Summer,2016,Rio de Janeiro,Football,Football Men's Football,Gold
"Nafissatou ""Nafi"" Thiam",Belgium,BEL,Summer,2016,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Gold
Charles Henry Robert Thias,St. Louis Southwest Turnverein #2-3,USA,Summer,1904,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Bronze
Victor Thibault,France,FRA,Summer,1900,Paris,Archery,"Archery Men's Au Chapelet, 33 metres",Silver
Victor Thibault,France,FRA,Summer,1900,Paris,Archery,"Archery Men's Au Cordon Dore, 33 metres",Silver
Jean-Luc Charles Thibaut,France,FRA,Summer,1992,Barcelona,Handball,Handball Men's Handball,Bronze
Lon Thibaut,France,FRA,Summer,1900,Paris,Fencing,"Fencing Men's Sabre, Individual",Silver
Oskar Thiede,Austria,AUT,Summer,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Plaques",Silver
Peter Thiede,Germany,GER,Summer,1996,Atlanta,Rowing,Rowing Men's Coxed Eights,Silver
Fritz Thiedemann,Germany,GER,Summer,1952,Helsinki,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
Fritz Thiedemann,Germany,GER,Summer,1952,Helsinki,Equestrianism,"Equestrianism Men's Jumping, Individual",Bronze
Fritz Thiedemann,Germany,GER,Summer,1956,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Fritz Thiedemann,Germany,GER,Summer,1960,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Alvar Thiel,Sans Atout-1,SWE,Summer,1912,Stockholm,Sailing,Sailing Mixed 8 metres,Silver
Andreas Thiel,West Germany,FRG,Summer,1984,Los Angeles,Handball,Handball Men's Handball,Silver
Annekatrin Thiele,Germany,GER,Summer,2008,Beijing,Rowing,Rowing Women's Double Sculls,Silver
Annekatrin Thiele,Germany,GER,Summer,2012,London,Rowing,Rowing Women's Quadruple Sculls,Silver
Annekatrin Thiele,Germany,GER,Summer,2016,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Gold
Jrgen Thiele,East Germany,GDR,Summer,1980,Moskva,Rowing,Rowing Men's Coxless Fours,Gold
Kerstin Thiele,Germany,GER,Summer,2012,London,Judo,Judo Women's Middleweight,Silver
Klaus Thiele,East Germany,GDR,Summer,1980,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
"Ursula ""Ulla"" Thielemann (-Jonscher)",West Germany,FRG,Summer,1984,Los Angeles,Hockey,Hockey Women's Hockey,Silver
Alexander Thieme,East Germany,GDR,Summer,1976,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Jana Thieme (-Ullrich),Germany,GER,Summer,2000,Sydney,Rowing,Rowing Women's Double Sculls,Gold
Margot A. Thien,United States,USA,Summer,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Raoul Eugne Thiercelin,France,FRA,Summer,1920,Antwerpen,Rugby,Rugby Men's Rugby,Silver
Ute Thimm (Finger-),West Germany,FRG,Summer,1984,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Pierre Michel Louis Thiolon,France,FRA,Summer,1948,London,Basketball,Basketball Men's Basketball,Silver
Pierre Thiriar,Belgium,BEL,Summer,1920,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
Jules Thiry,Belgium,BEL,Summer,1924,Paris,Water Polo,Water Polo Men's Water Polo,Silver
"William ""Bill"" Thoburn",Canada,CAN,Summer,1932,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze
Sven Alfred Thofelt,Sweden,SWE,Summer,1928,Amsterdam,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Sven Alfred Thofelt,Sweden,SWE,Summer,1936,Berlin,Fencing,"Fencing Men's epee, Team",Silver
Sven Alfred Thofelt,Sweden,SWE,Summer,1948,London,Fencing,"Fencing Men's epee, Team",Bronze
Linda Mary Alice Thom (Malcolm-),Canada,CAN,Summer,1984,Los Angeles,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold
"Heinrich ""Heini"" Thoma",Switzerland,SUI,Summer,1924,Paris,Rowing,Rowing Men's Double Sculls,Bronze
"Nicholas Brewer ""Nick"" Thoman",United States,USA,Summer,2012,London,Swimming,Swimming Men's 100 metres Backstroke,Silver
"Nicholas Brewer ""Nick"" Thoman",United States,USA,Summer,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Christian Richard Thomas,Denmark,DEN,Summer,1920,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Geraint Howell Thomas,Great Britain,GBR,Summer,2008,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Geraint Howell Thomas,Great Britain,GBR,Summer,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
"Albert Henry ""Harry"" Thomas",Great Britain,GBR,Summer,1908,London,Boxing,Boxing Men's Bantamweight,Gold
Iwan Gwyn Thomas,Great Britain,GBR,Summer,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Jrme Cdric Thomas,France,FRA,Summer,2000,Sydney,Boxing,Boxing Men's Flyweight,Bronze
Jrme Cdric Thomas,France,FRA,Summer,2004,Athina,Boxing,Boxing Men's Flyweight,Silver
Joel Ladd Thomas,United States,USA,Summer,1992,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Johannes Thomas,East Germany,GDR,Summer,1976,Montreal,Rowing,Rowing Men's Coxed Fours,Silver
John Curtis Thomas,United States,USA,Summer,1960,Roma,Athletics,Athletics Men's High Jump,Bronze
John Curtis Thomas,United States,USA,Summer,1964,Tokyo,Athletics,Athletics Men's High Jump,Silver
Kristian James Thomas,Great Britain,GBR,Summer,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Georg Hugo Kurt Thomas,Germany,GER,Summer,1936,Berlin,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",Silver
Nils Marius Thomas,Lyn-2,NOR,Summer,1920,Antwerpen,Sailing,Sailing Mixed 8 metres,Silver
Petria Ann Thomas (-Jones),Australia,AUS,Summer,1996,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,Silver
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2000,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2000,Sydney,Swimming,Swimming Women's 200 metres Butterfly,Bronze
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2000,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2004,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2004,Athina,Swimming,Swimming Women's 100 metres Butterfly,Gold
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2004,Athina,Swimming,Swimming Women's 200 metres Butterfly,Silver
Petria Ann Thomas (-Jones),Australia,AUS,Summer,2004,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Jean Justin Ren Thomas,France,FRA,Summer,1900,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Bronze
Sarah Thomas,Great Britain,GBR,Summer,2012,London,Hockey,Hockey Women's Hockey,Bronze
"Gordon W. ""Tiny"" Thomas",Great Britain,GBR,Summer,1948,London,Cycling,"Cycling Men's Road Race, Team",Silver
Simone Heike Thomaschinski-Grer (-Zimmermann),Germany,GER,Summer,1992,Barcelona,Hockey,Hockey Women's Hockey,Silver
Lon Thome,France-1,FRA,Summer,1900,Paris,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,Silver
"Johannes ""Jan"" Thome",Netherlands,NED,Summer,1908,London,Football,Football Men's Football,Bronze
Alan Blair Thompson,New Zealand,NZL,Summer,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Alan Blair Thompson,New Zealand,NZL,Summer,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
"William Gluyas ""Bill"" Thompson",United States,USA,Summer,1928,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold
"Christophe Lee ""Chris"" Thompson",United States,USA,Summer,2000,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
Courtney Lynn Thompson,United States,USA,Summer,2012,London,Volleyball,Volleyball Women's Volleyball,Silver
Courtney Lynn Thompson,United States,USA,Summer,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
"Francis Morgan ""Daley"" Thompson",Great Britain,GBR,Summer,1980,Moskva,Athletics,Athletics Men's Decathlon,Gold
"Francis Morgan ""Daley"" Thompson",Great Britain,GBR,Summer,1984,Los Angeles,Athletics,Athletics Men's Decathlon,Gold
"Donald James ""Don"" Thompson",Great Britain,GBR,Summer,1960,Roma,Athletics,Athletics Men's 50 kilometres Walk,Gold
Elaine Thompson,Jamaica,JAM,Summer,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Gold
Elaine Thompson,Jamaica,JAM,Summer,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Gold
Elaine Thompson,Jamaica,JAM,Summer,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
"Frederick Haughton ""Fred"" Thompson",New Zealand,NZL,Summer,1932,Los Angeles,Rowing,Rowing Men's Coxless Pairs,Silver
Hanna M. Thompson,United States,USA,Summer,2008,Beijing,Fencing,"Fencing Women's Foil, Team",Silver
James Thompson,South Africa,RSA,Summer,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1992,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,Silver
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1992,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1992,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1996,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2000,Sydney,Swimming,Swimming Women's 100 metres Freestyle,Bronze
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2000,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2000,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2000,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2004,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",United States,USA,Summer,2004,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
"James Alexander ""Jimmy"" Thompson",Canada,CAN,Summer,1928,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
"Joanne Sarah ""Jo"" Thompson",Great Britain,GBR,Summer,1992,Barcelona,Hockey,Hockey Women's Hockey,Bronze
Klay Alexander Thompson,United States,USA,Summer,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
Obadele Olutosin Thompson,Barbados,BAR,Summer,2000,Sydney,Athletics,Athletics Men's 100 metres,Bronze
Richard Graeme Thompson,Australia,AUS,Summer,2004,Athina,Baseball,Baseball Men's Baseball,Silver
Richard Thompson,Trinidad and Tobago,TTO,Summer,2008,Beijing,Athletics,Athletics Men's 100 metres,Silver
Richard Thompson,Trinidad and Tobago,TTO,Summer,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Richard Thompson,Trinidad and Tobago,TTO,Summer,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Tina Marie Thompson,United States,USA,Summer,2004,Athina,Basketball,Basketball Women's Basketball,Gold
Tina Marie Thompson,United States,USA,Summer,2008,Beijing,Basketball,Basketball Women's Basketball,Gold
Wilbur Marvin Thompson,United States,USA,Summer,1948,London,Athletics,Athletics Men's Shot Put,Gold
"William Henry ""Will"" Thompson",United States,USA,Summer,1904,St. Louis,Archery,Archery Men's Double American Round,Bronze
"William Henry ""Will"" Thompson",United States,USA,Summer,1904,St. Louis,Archery,Archery Men's Double York Round,Bronze
"William Henry ""Will"" Thompson",Potomac Archers,USA,Summer,1904,St. Louis,Archery,Archery Men's Team Round,Gold
Lesley Allison Thompson-Willie,Canada,CAN,Summer,1984,Los Angeles,Rowing,Rowing Women's Coxed Fours,Silver
Lesley Allison Thompson-Willie,Canada,CAN,Summer,1992,Barcelona,Rowing,Rowing Women's Coxed Eights,Gold
Lesley Allison Thompson-Willie,Canada,CAN,Summer,1996,Atlanta,Rowing,Rowing Women's Coxed Eights,Silver
Lesley Allison Thompson-Willie,Canada,CAN,Summer,2000,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
Lesley Allison Thompson-Willie,Canada,CAN,Summer,2012,London,Rowing,Rowing Women's Coxed Eights,Silver
Lothar Thoms,East Germany,GDR,Summer,1980,Moskva,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold
Camilla Ingemann Thomsen (-Haar),Denmark,DEN,Summer,2004,Athina,Handball,Handball Women's Handball,Gold
Hasse Evert Thomsn,Sweden,SWE,Summer,1972,Munich,Boxing,Boxing Men's Heavyweight,Bronze
Peter Thomsen,Germany,GER,Summer,2008,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Peter Thomsen,Germany,GER,Summer,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Svenn Bernth Thomsen,Nurdug II,DEN,Summer,1912,Stockholm,Sailing,Sailing Mixed 6 metres,Silver
Theodor Thomsen,Gustel X,GER,Summer,1952,Helsinki,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Alfred Reginald Thomson,Great Britain,GBR,Summer,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",Gold
Earl Foster Thomson,United States,USA,Summer,1932,Los Angeles,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Silver
Earl Foster Thomson,United States,USA,Summer,1932,Los Angeles,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
Earl Foster Thomson,United States,USA,Summer,1936,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Silver
Earl Foster Thomson,United States,USA,Summer,1948,London,Equestrianism,"Equestrianism Men's Dressage, Team",Silver
Earl Foster Thomson,United States,USA,Summer,1948,London,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
Gordon Lindsay Thomson,Leander Club #1-1,GBR,Summer,1908,London,Rowing,Rowing Men's Coxless Pairs,Gold
Gordon Lindsay Thomson,Leander Club-2,GBR,Summer,1908,London,Rowing,Rowing Men's Coxless Fours,Silver
Julius Alexander Thomson,Toronto Argonauts,CAN,Summer,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze
Kirsten Thomson,Australia,AUS,Summer,2000,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
"Earl John ""Tommy"" Thomson",Canada,CAN,Summer,1920,Antwerpen,Athletics,Athletics Men's 110 metres Hurdles,Gold
Mary Elizabeth Thomson-King,Great Britain,GBR,Summer,2004,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Mary Elizabeth Thomson-King,Great Britain,GBR,Summer,2008,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Mary Elizabeth Thomson-King,Great Britain,GBR,Summer,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Pornchai Thongburan,Thailand,THA,Summer,2000,Sydney,Boxing,Boxing Men's Light-Middleweight,Bronze
Pawina Thongsuk,Thailand,THA,Summer,2004,Athina,Weightlifting,Weightlifting Women's Heavyweight,Gold
Sren Frederik Thorborg,Denmark,DEN,Summer,1912,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
Sven Gustaf Thorell,Sweden,SWE,Summer,1928,Amsterdam,Sailing,Sailing Mixed One Person Dinghy,Gold
Per Ludvig Julius Thorn,Sweden,SWE,Summer,1908,London,Figure Skating,Figure Skating Men's Singles,Bronze
Karl Tore William Thoresson,Sweden,SWE,Summer,1952,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Karl Tore William Thoresson,Sweden,SWE,Summer,1956,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver
Andreas Thorkildsen,Norway,NOR,Summer,2004,Athina,Athletics,Athletics Men's Javelin Throw,Gold
Andreas Thorkildsen,Norway,NOR,Summer,2008,Beijing,Athletics,Athletics Men's Javelin Throw,Gold
Edmund Gustaf Thormhlen,Vinga-1,SWE,Summer,1908,London,Sailing,Sailing Mixed 8 metres,Silver
Lars Einar Vilhelm Thrn,Rush V,SWE,Summer,1956,Melbourne,Sailing,Sailing Mixed 5.5 metres,Gold
Lars Einar Vilhelm Thrn,Rush VII,SWE,Summer,1964,Tokyo,Sailing,Sailing Mixed 5.5 metres,Silver
Robyn Jean Thorn (-Risson-Nock),Australia,AUS,Summer,1964,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Ernest Arthur Thorne,Great Britain,GBR,Summer,1920,Antwerpen,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
"Raymond Comstock ""Ray"" Thorne",Chicago Athletic Association-2,USA,Summer,1904,St. Louis,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Silver
Victoria Thornley,Great Britain,GBR,Summer,2016,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Silver
Eric Peter Hypolithe Thornton,Univ. of Brussels,GBR,Summer,1900,Paris,Football,Football Men's Football,Bronze
Isaac Thomas Thornycroft,Gyrinus-1,GBR,Summer,1908,London,Motorboating,Motorboating Mixed B-Class (Under 60 Feet),Gold
Isaac Thomas Thornycroft,Gyrinus-1,GBR,Summer,1908,London,Motorboating,Motorboating Mixed C-Class,Gold
Ian James Thorpe,Australia,AUS,Summer,2000,Sydney,Swimming,Swimming Men's 200 metres Freestyle,Silver
Ian James Thorpe,Australia,AUS,Summer,2000,Sydney,Swimming,Swimming Men's 400 metres Freestyle,Gold
Ian James Thorpe,Australia,AUS,Summer,2000,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
